symbol,side,entry,tp,sl,updates
JTO,LONG,1.693,1.758 | 0.7,1.628,$TON TP1 BOOKED @sn06 Notif
LDO,LONG,0.6308,0.6499,0.617,
TAO,LONG,199.34,209.0 | 230.4,189.48,@sn06 Notif change bigtime TP to 0.05273 exactly 1R after both entrys filled | move sl to be almost at tp @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif | $BTC move stop breakeven ❤️ @sn06 Notif | $BTC 1R UP TP1 HERE @sn06 Notif | $BTC set my full TP to 83990 will close my full position there. @sn06 Notif | $BTC FULL TP @sn06 Notif
AAVE,SHORT,148.45,144.77 | 136.72,151.9,"$AAVE TP1 DONE @sn06 Notif | $AAVE FULL TP @sn06 Notif | will count it as 1R personally I held a 25% runner to full TP @sn06 Notif | $BIGTIME SHORT TRADE 0.5R @sn06 Notif

EP 0.689
SL 0.07107
TP 0.067, 0.0624 | move sl breakeven and wait for tp1 @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif"
LDO,SHORT,0.704,0.6825 | 0.65,0.7268,"$LDO TP1 HIT @sn06 Notif
#「💸arena-testimonials」"
ETH,LONG,1583.0,1637.0 | 1742.0,1533.0,"missed our tp1 by a bit but hit 1r, if you wasnt able to book at 1r wait for TP to hit @sn06 Notif"
INJ,SHORT,8.952,8.6 | 7.84,9.314,"$INJ TP1 @sn06 Notif | $OP LIMIT @sn06 Notif 
EP 0.66
SL 0.6367
TP 0.682, 0.706"
BTC,SHORT,91100.0,87900.0 | 85444.0,94267.0,
FET,SHORT,0.6311,0.602 | 0.573,0.66,"$FET stop breakeven ❤️ @sn06 Notif | GM $FET stopped be after 4% down and tp faded😩 @sn06 Notif | April trade results @sn06 Notif 

AAVE limit long tp1 ✅
ONDO long full tp ✅
WIF long tp1 ✅
LDO long tp1 ✅
TON long tp1 ✅
API3 long stopped ❌
LDO long stopped ❌
BIGTIME long tp2 ✅
BTC long tp2 ✅
AAVE short full tp ✅
BIGTIME short tp1 ✅
LDO  short tp1 ✅
ETH long 1r stopped be ✅
INJ short tp1 ✅
BTC short stopped ❌
FET short 1r stopped be ✅
LTC spot 23% ✅ | $OP TP HIT @sn06 Notif"
ICP,LONG,5.316,4.76 | 5.229,2.0,"studying dark psychology to send icp to tp | tp1 on $LTC spot 35% up at resistance @sn06 Notif
sold half pos"
ETH,LONG,2512.5,2596.0 | 2820.0,2446.0,$ETH TP1 booked from 2nd entry 0.7r @sn06 Notif
TIA,LONG,2.622,2.78 | 3.16,2.495,TIA TP1 BOOKED @sn06 Notif
ONDO,LONG,0.9,0.9371 | 1.0192,0.863,ONDO TP1 SMASHED @sn06 Notif | Gm. $Ondo did tp1 and 8% then stopped be 😭 @sn06 Notif | GMX stop be will call manual tp at 1r @sn06 Notif | tp1 booked @sn06 Notif
BTC,SHORT,106750.0,103730.0 | 97683.0,109250.0,
AAVE,SHORT,257.94,243.0,270.6,"tp1 booked @sn06 Notif | Gn moved my tp1 to 1R 0.547 @sn06 Notif | $JUP TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | $JUP FULL TP @sn06 Notif | $TON TP1 SMASHED @sn06 Notif | $TON FULL TP @sn06 Notif"
ONDO,LONG,0.864,0.893 | 1.109,0.8345,"$LDO TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | @sn06 Notif May trade results

OP long TP1 ✅
ICP long SL ❌
GMX long TP1 ✅
ETH long TP1 ✅
APT long stopped be
TIA long TP1 ✅
ONDO long TP1 ✅
GMX long TP1 ✅
BTC short SL ❌
AAVE short TP1 ✅
JUP long FULL TP ✅
TON long FULL TP ✅
ONDO long SL ❌
LDO long TP1 ✅
JUP long running 3% up

PYTH spot -5% ❌
PI spot +31% ✅

Trades 16
Winrate 73.3%"
JUP,LONG,0.46,0.478 | 0.535,0.4423,"$INJ LIMIT LONG TRADE @sn06 Notif

EP 12.71
SL 12.06
TP 13.4, 14.39, 17.59 | $ADA 1r down booking TP here @sn06 Notif | $INJ 3% UP @sn06 Notif
you can move sl be and book little bit 15% just to lockin some money
then wait for tp1 | $INJ tp1 hit for those that held @sn06 Notif | $API3 TP1 BOOKED @sn06 Notif
drop in #「💸arena-testimonials」 | closing $ondo at breakeven @sn06 Notif | $RENDER FULL TP HIT @sn06 Notif | $BRETT all spot sold breakeven @sn06 Notif | $INJ TP2 hit @sn06 Notif
taking a break see your tommorow"
JTO,LONG,2.622,2.72 | 2.98,2.5193,
INJ,LONG,13.24,14.39,12.51,
ICP,LONG,6.325,6.587,6.07,"$ADA 7% UP FROM ENTRY TP1 SMASHED @sn06 Notif | $ADA 3R UP BOOK TP2 HERE @sn06 Notif | cancel jup missed 0.2% and hit full tp 💔  @sn06 Notif
looking for new trade now | $ADA full tp booked 30% move @sn06 Notif"
AVAX,LONG,20.53,21.55 | 24.67,19.58,"$AVAX TP1 HERE @sn06 Notif
1R done | booked tp2 here $avax @sn06 Notif | $MKR LIMIT LONG TRADE @sn06 Notif

EP 1263, 1240
SL 1183.5
TP 1330, 1517"
RENDER,LONG,4.98,4.18 | 4.4,3.738,"personally I booked my tp1 | $AAVE LIMIT @sn06 Notif

EP 192.15, 190.8
SL 1H CLOSE BELOW 181
TP 200.65, 225"
LDO,LONG,1.056,1.116 | 1.206,0.992,
BRETT,LONG,0.03485,0.03743 | 0.04257,0.03295,"we got dca filled too now hold sl or tp | $LDO LONG TRADE @sn06 Notif

EP 1.0165
SL 2H CLOSE BELOW 0.977
TP 1.0562, 1.206 | $WIF SPOT BUY CMP @sn06 Notif

EP 0.441
TP 0.65 (50%) | $LDO tp1 booked
@sn06 Notif"
RENDER,LONG,3.0585,3.14 | 3.419,2.0,"$RENDER TP1 DONE @sn06 Notif | $FLOKI 1R up booking tp1 here ❤️ @sn06 Notif | $FET LONG TRADE @sn06 Notif
EP 0.493
SL 2H CLOSE BELOW 0.47
TP 0.515 | closing $fet at breakeven here and going to sleep @sn06 Notif | aave looks like close to filling
wif spot 15% up running to TP | changed my op TP1 to 0.89, its 0.9R but would prefer a safer target rn @sn06 Notif | $OP TP1 DONE @sn06 Notif
almost 1r like 0.95R"
TIA,LONG,4.6385,3.416 | 3.905,3.136,"$JUP LONG TRADE @sn06 Notif 

EP 0.5137
SL 2h close below 0.4942
TP 0.533, 0.59 | $JUP TP1 @sn06 Notif
GM ☕️"
RENDER,SHORT,3.419,3.243,3.595,"booked my full TP on $JUP here @sn06 Notif
about 2R total this trade | $JTO LIMIT SHORT @sn06 Notif

EP 2.3592
SL 1h close above 2.4646
TP 2.254, 1.833"
ICP,SHORT,6.37,6.1 | 5.6,6.643,"$ICP book tp1 here @sn06 Notif | ICP booked full tp here @sn06 Notif
total profit on this trade is 1R since we only risked 0.5r | setting my TP1 to 21.442 for AVAX @sn06 Notif"
SUI,LONG,4.15795,2.4 | 2.66,2.227,"SUI TP changed to 2.3794 @sn06 Notif | Booked TP full position $SUI @sn06 Notif

0.7R | TP hit"
LDO,LONG,0.865,0.898 | 1.05,0.8337,"Close $LDO at breakeven will wait next 4h close to re enter @sn06 Notif
@sn06 Notif | $AAVE TP1 DONE @sn06 Notif | $ONDO 2.5% up move sl to breakeven @sn06 Notif | $ONDO TP1 DONE @sn06 Notif | $ONDO booked full position here @sn06 Notif
total 1R if you held 10-20% after tp1"
WIF,LONG,0.3619,0.383 | 0.439,0.3361,set $WIF TP1 to 0.383 @sn06 Notif | $WIF holding full setup with the tp1 I mentioned before no change @sn06 Notif | $WIF move stop breakeven @sn06 Notif | $WIF TP1 DONE @sn06 Notif
LDO,LONG,0.81,0.844,0.776,"3% up moving my sl to be @sn06 Notif | $LDO TP1 BOOKED @sn06 Notif | tp1 hit for those that couldnt book same time as me @sn06 Notif
drop pnls in #「💸arena-testimonials」"
JTO,LONG,1.693,1.758 | 0.7,1.628,$TON TP1 BOOKED @sn06 Notif
LDO,LONG,0.6308,0.6499,0.617,
TAO,LONG,199.34,209.0 | 230.4,189.48,@sn06 Notif change bigtime TP to 0.05273 exactly 1R after both entrys filled | move sl to be almost at tp @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif | $BTC move stop breakeven ❤️ @sn06 Notif | $BTC 1R UP TP1 HERE @sn06 Notif | $BTC set my full TP to 83990 will close my full position there. @sn06 Notif | $BTC FULL TP @sn06 Notif
AAVE,SHORT,148.45,144.77 | 136.72,151.9,"$AAVE TP1 DONE @sn06 Notif | $AAVE FULL TP @sn06 Notif | will count it as 1R personally I held a 25% runner to full TP @sn06 Notif | $BIGTIME SHORT TRADE 0.5R @sn06 Notif

EP 0.689
SL 0.07107
TP 0.067, 0.0624 | move sl breakeven and wait for tp1 @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif"
LDO,SHORT,0.704,0.6825 | 0.65,0.7268,"$LDO TP1 HIT @sn06 Notif
#「💸arena-testimonials」"
ETH,LONG,1583.0,1637.0 | 1742.0,1533.0,"missed our tp1 by a bit but hit 1r, if you wasnt able to book at 1r wait for TP to hit @sn06 Notif"
INJ,SHORT,8.952,8.6 | 7.84,9.314,"$INJ TP1 @sn06 Notif | $OP LIMIT @sn06 Notif 
EP 0.66
SL 0.6367
TP 0.682, 0.706"
BTC,SHORT,91100.0,87900.0 | 85444.0,94267.0,
FET,SHORT,0.6311,0.602 | 0.573,0.66,"$FET stop breakeven ❤️ @sn06 Notif | GM $FET stopped be after 4% down and tp faded😩 @sn06 Notif | April trade results @sn06 Notif 

AAVE limit long tp1 ✅
ONDO long full tp ✅
WIF long tp1 ✅
LDO long tp1 ✅
TON long tp1 ✅
API3 long stopped ❌
LDO long stopped ❌
BIGTIME long tp2 ✅
BTC long tp2 ✅
AAVE short full tp ✅
BIGTIME short tp1 ✅
LDO  short tp1 ✅
ETH long 1r stopped be ✅
INJ short tp1 ✅
BTC short stopped ❌
FET short 1r stopped be ✅
LTC spot 23% ✅ | $OP TP HIT @sn06 Notif"
ICP,LONG,5.316,4.76 | 5.229,2.0,"studying dark psychology to send icp to tp | tp1 on $LTC spot 35% up at resistance @sn06 Notif
sold half pos"
ETH,LONG,2512.5,2596.0 | 2820.0,2446.0,$ETH TP1 booked from 2nd entry 0.7r @sn06 Notif
TIA,LONG,2.622,2.78 | 3.16,2.495,TIA TP1 BOOKED @sn06 Notif
ONDO,LONG,0.9,0.9371 | 1.0192,0.863,ONDO TP1 SMASHED @sn06 Notif | Gm. $Ondo did tp1 and 8% then stopped be 😭 @sn06 Notif | GMX stop be will call manual tp at 1r @sn06 Notif | tp1 booked @sn06 Notif
BTC,SHORT,106750.0,103730.0 | 97683.0,109250.0,
AAVE,SHORT,257.94,243.0,270.6,"tp1 booked @sn06 Notif | Gn moved my tp1 to 1R 0.547 @sn06 Notif | $JUP TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | $JUP FULL TP @sn06 Notif | $TON TP1 SMASHED @sn06 Notif | $TON FULL TP @sn06 Notif"
ONDO,LONG,0.864,0.893 | 1.109,0.8345,"$LDO TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | @sn06 Notif May trade results

OP long TP1 ✅
ICP long SL ❌
GMX long TP1 ✅
ETH long TP1 ✅
APT long stopped be
TIA long TP1 ✅
ONDO long TP1 ✅
GMX long TP1 ✅
BTC short SL ❌
AAVE short TP1 ✅
JUP long FULL TP ✅
TON long FULL TP ✅
ONDO long SL ❌
LDO long TP1 ✅
JUP long running 3% up

PYTH spot -5% ❌
PI spot +31% ✅

Trades 16
Winrate 73.3%"
JUP,LONG,0.46,0.478 | 0.535,0.4423,
FET,LONG,0.7045,0.744 | 0.827,0.68,"moving my sl to be here ❤️ @sn06 Notif | $FET tp1 bunted @sn06 Notif | $SOL LIMIT LONG TRADE @sn06 Notif

EP 170.19
SL 161.7
TP 178.63, 205 | will be pateint with this trade, I think high chance btc takes 98-99 on daily timeframe which can make this hit TP
@sn06 Notif | closing my $sol trade at breakeven will re analyse market tommorow 🫡 
@sn06 Notif | forgot to update but $fet full tp hit @sn06 Notif"
HYPE,SHORT,24.65,23.8 | 20.6,25.461,closing my position around breakeven. dont like the strength and just found out could be news related to it @sn06 Notif
MKR,SHORT,785.5,1483.0 | 1305.0,1661.0,i will write entrys and everything else now and not type again in channel until sl sl be or tp | $MKR TP1 @sn06 Notif
GMX,LONG,19.1,19.99 | 22.13,18.17,$MKR booked TP2 almost 10% down @sn06 Notif | adjusted tp1 @sn06 Notif
JTO,LONG,2.432,2.51 | 2.61 | 2.98,2.3473,$JTO TP1 @sn06 Notif
FET,LONG,0.64,0.665 | 0.711,0.6145,almost 1R book TP1 here and move sl be @sn06 Notif | $JTO booked TP2 @sn06 Notif
LDO,LONG,1.375,1.4247 | 1.476,1.32,"2% up lets wait for TP ❤️ @sn06 Notif | closing $LDO at breakeven @sn06 Notif | $ICP TP1 HIT @sn06 Notif | $JUP SL BREAKEVEN @sn06 Notif | $JUP 1R up can book TP1 here @sn06 Notif
@sn06 Notif | $AVAX LIMIT LONG TRADE @sn06 Notif

EP 22.475, 22.35
SL 21.185
TP 23.6, 26.225 | booked full TP on $JUP 13% up @sn06 Notif | $AVAX still at entry and am holding sl or tp as I am overall up

Am going to be offline next 8 hrs so obviously manage your trade if you can ❤️ 
@sn06 Notif"
RENDER,LONG,3.46,3.67 | 4.1,3.249,"$RENDER 3% up you can move sl be but I am holding full setup waiting for TP @sn06 Notif | if it hits tp I will look for more trades or plan trades | $ADA LIMIT SHORT TRADE @sn06 Notif

EP 0.646, 0.653
SL 30M CLOSE ABOVE 0.667
TP | RENDER 5% UP TP1 BOOKED @sn06 Notif | $RENDER 2R up booked some more profits and waiting for final TP ❤️
@sn06 Notif | $INJ LIMIT LONG TRADE @sn06 Notif

EP 12.71
SL 12.06
TP 13.4, 14.39, 17.59 | $ADA 1r down booking TP here @sn06 Notif | $INJ 3% UP @sn06 Notif
you can move sl be and book little bit 15% just to lockin some money
then wait for tp1 | $INJ tp1 hit for those that held @sn06 Notif | $API3 TP1 BOOKED @sn06 Notif
drop in #「💸arena-testimonials」 | closing $ondo at breakeven @sn06 Notif | $RENDER FULL TP HIT @sn06 Notif | $BRETT all spot sold breakeven @sn06 Notif | $INJ TP2 hit @sn06 Notif
taking a break see your tommorow"
JTO,LONG,2.622,2.72 | 2.98,2.5193,
INJ,LONG,13.24,14.39,12.51,
ICP,LONG,6.325,6.587,6.07,"$ADA 7% UP FROM ENTRY TP1 SMASHED @sn06 Notif | $ADA 3R UP BOOK TP2 HERE @sn06 Notif | cancel jup missed 0.2% and hit full tp 💔  @sn06 Notif
looking for new trade now | $ADA full tp booked 30% move @sn06 Notif"
AVAX,LONG,20.53,21.55 | 24.67,19.58,"$AVAX TP1 HERE @sn06 Notif
1R done | booked tp2 here $avax @sn06 Notif | $MKR LIMIT LONG TRADE @sn06 Notif

EP 1263, 1240
SL 1183.5
TP 1330, 1517"
RENDER,LONG,4.98,4.18 | 4.4,3.738,"personally I booked my tp1 | $AAVE LIMIT @sn06 Notif

EP 192.15, 190.8
SL 1H CLOSE BELOW 181
TP 200.65, 225"
LDO,LONG,1.056,1.116 | 1.206,0.992,
BRETT,LONG,0.03485,0.03743 | 0.04257,0.03295,"we got dca filled too now hold sl or tp | $LDO LONG TRADE @sn06 Notif

EP 1.0165
SL 2H CLOSE BELOW 0.977
TP 1.0562, 1.206 | $WIF SPOT BUY CMP @sn06 Notif

EP 0.441
TP 0.65 (50%) | $LDO tp1 booked
@sn06 Notif"
RENDER,LONG,3.0585,3.14 | 3.419,2.0,"$RENDER TP1 DONE @sn06 Notif | $FLOKI 1R up booking tp1 here ❤️ @sn06 Notif | $FET LONG TRADE @sn06 Notif
EP 0.493
SL 2H CLOSE BELOW 0.47
TP 0.515 | closing $fet at breakeven here and going to sleep @sn06 Notif | aave looks like close to filling
wif spot 15% up running to TP | changed my op TP1 to 0.89, its 0.9R but would prefer a safer target rn @sn06 Notif | $OP TP1 DONE @sn06 Notif
almost 1r like 0.95R"
TIA,LONG,4.6385,3.416 | 3.905,3.136,"$JUP LONG TRADE @sn06 Notif 

EP 0.5137
SL 2h close below 0.4942
TP 0.533, 0.59 | $JUP TP1 @sn06 Notif
GM ☕️"
RENDER,SHORT,3.419,3.243,3.595,"booked my full TP on $JUP here @sn06 Notif
about 2R total this trade | $JTO LIMIT SHORT @sn06 Notif

EP 2.3592
SL 1h close above 2.4646
TP 2.254, 1.833"
ICP,SHORT,6.37,6.1 | 5.6,6.643,"$ICP book tp1 here @sn06 Notif | ICP booked full tp here @sn06 Notif
total profit on this trade is 1R since we only risked 0.5r | setting my TP1 to 21.442 for AVAX @sn06 Notif"
SUI,LONG,4.15795,2.4 | 2.66,2.227,"SUI TP changed to 2.3794 @sn06 Notif | Booked TP full position $SUI @sn06 Notif

0.7R | TP hit"
LDO,LONG,0.865,0.898 | 1.05,0.8337,"Close $LDO at breakeven will wait next 4h close to re enter @sn06 Notif
@sn06 Notif | $AAVE TP1 DONE @sn06 Notif | $ONDO 2.5% up move sl to breakeven @sn06 Notif | $ONDO TP1 DONE @sn06 Notif | $ONDO booked full position here @sn06 Notif
total 1R if you held 10-20% after tp1"
WIF,LONG,0.3619,0.383 | 0.439,0.3361,set $WIF TP1 to 0.383 @sn06 Notif | $WIF holding full setup with the tp1 I mentioned before no change @sn06 Notif | $WIF move stop breakeven @sn06 Notif | $WIF TP1 DONE @sn06 Notif
LDO,LONG,0.81,0.844,0.776,"3% up moving my sl to be @sn06 Notif | $LDO TP1 BOOKED @sn06 Notif | tp1 hit for those that couldnt book same time as me @sn06 Notif
drop pnls in #「💸arena-testimonials」"
JTO,LONG,1.693,1.758 | 0.7,1.628,$TON TP1 BOOKED @sn06 Notif
LDO,LONG,0.6308,0.6499,0.617,
TAO,LONG,199.34,209.0 | 230.4,189.48,@sn06 Notif change bigtime TP to 0.05273 exactly 1R after both entrys filled | move sl to be almost at tp @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif | $BTC move stop breakeven ❤️ @sn06 Notif | $BTC 1R UP TP1 HERE @sn06 Notif | $BTC set my full TP to 83990 will close my full position there. @sn06 Notif | $BTC FULL TP @sn06 Notif
AAVE,SHORT,148.45,144.77 | 136.72,151.9,"$AAVE TP1 DONE @sn06 Notif | $AAVE FULL TP @sn06 Notif | will count it as 1R personally I held a 25% runner to full TP @sn06 Notif | $BIGTIME SHORT TRADE 0.5R @sn06 Notif

EP 0.689
SL 0.07107
TP 0.067, 0.0624 | move sl breakeven and wait for tp1 @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif"
LDO,SHORT,0.704,0.6825 | 0.65,0.7268,"$LDO TP1 HIT @sn06 Notif
#「💸arena-testimonials」"
ETH,LONG,1583.0,1637.0 | 1742.0,1533.0,"missed our tp1 by a bit but hit 1r, if you wasnt able to book at 1r wait for TP to hit @sn06 Notif"
INJ,SHORT,8.952,8.6 | 7.84,9.314,"$INJ TP1 @sn06 Notif | $OP LIMIT @sn06 Notif 
EP 0.66
SL 0.6367
TP 0.682, 0.706"
BTC,SHORT,91100.0,87900.0 | 85444.0,94267.0,
FET,SHORT,0.6311,0.602 | 0.573,0.66,"$FET stop breakeven ❤️ @sn06 Notif | GM $FET stopped be after 4% down and tp faded😩 @sn06 Notif | April trade results @sn06 Notif 

AAVE limit long tp1 ✅
ONDO long full tp ✅
WIF long tp1 ✅
LDO long tp1 ✅
TON long tp1 ✅
API3 long stopped ❌
LDO long stopped ❌
BIGTIME long tp2 ✅
BTC long tp2 ✅
AAVE short full tp ✅
BIGTIME short tp1 ✅
LDO  short tp1 ✅
ETH long 1r stopped be ✅
INJ short tp1 ✅
BTC short stopped ❌
FET short 1r stopped be ✅
LTC spot 23% ✅ | $OP TP HIT @sn06 Notif"
ICP,LONG,5.316,4.76 | 5.229,2.0,"studying dark psychology to send icp to tp | tp1 on $LTC spot 35% up at resistance @sn06 Notif
sold half pos"
ETH,LONG,2512.5,2596.0 | 2820.0,2446.0,$ETH TP1 booked from 2nd entry 0.7r @sn06 Notif
TIA,LONG,2.622,2.78 | 3.16,2.495,TIA TP1 BOOKED @sn06 Notif
ONDO,LONG,0.9,0.9371 | 1.0192,0.863,ONDO TP1 SMASHED @sn06 Notif | Gm. $Ondo did tp1 and 8% then stopped be 😭 @sn06 Notif | GMX stop be will call manual tp at 1r @sn06 Notif | tp1 booked @sn06 Notif
BTC,SHORT,106750.0,103730.0 | 97683.0,109250.0,
AAVE,SHORT,257.94,243.0,270.6,"tp1 booked @sn06 Notif | Gn moved my tp1 to 1R 0.547 @sn06 Notif | $JUP TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | $JUP FULL TP @sn06 Notif | $TON TP1 SMASHED @sn06 Notif | $TON FULL TP @sn06 Notif"
ONDO,LONG,0.864,0.893 | 1.109,0.8345,"$LDO TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | @sn06 Notif May trade results

OP long TP1 ✅
ICP long SL ❌
GMX long TP1 ✅
ETH long TP1 ✅
APT long stopped be
TIA long TP1 ✅
ONDO long TP1 ✅
GMX long TP1 ✅
BTC short SL ❌
AAVE short TP1 ✅
JUP long FULL TP ✅
TON long FULL TP ✅
ONDO long SL ❌
LDO long TP1 ✅
JUP long running 3% up

PYTH spot -5% ❌
PI spot +31% ✅

Trades 16
Winrate 73.3%"
JUP,LONG,0.46,0.478 | 0.535,0.4423,
FET,LONG,0.7045,0.744 | 0.827,0.68,"moving my sl to be here ❤️ @sn06 Notif | $FET tp1 bunted @sn06 Notif | $SOL LIMIT LONG TRADE @sn06 Notif

EP 170.19
SL 161.7
TP 178.63, 205 | will be pateint with this trade, I think high chance btc takes 98-99 on daily timeframe which can make this hit TP
@sn06 Notif | closing my $sol trade at breakeven will re analyse market tommorow 🫡 
@sn06 Notif | forgot to update but $fet full tp hit @sn06 Notif"
HYPE,SHORT,24.65,23.8 | 20.6,25.461,closing my position around breakeven. dont like the strength and just found out could be news related to it @sn06 Notif
MKR,SHORT,785.5,1483.0 | 1305.0,1661.0,i will write entrys and everything else now and not type again in channel until sl sl be or tp | $MKR TP1 @sn06 Notif
GMX,LONG,19.1,19.99 | 22.13,18.17,$MKR booked TP2 almost 10% down @sn06 Notif | adjusted tp1 @sn06 Notif
JTO,LONG,2.432,2.51 | 2.61 | 2.98,2.3473,$JTO TP1 @sn06 Notif
FET,LONG,0.64,0.665 | 0.711,0.6145,almost 1R book TP1 here and move sl be @sn06 Notif | $JTO booked TP2 @sn06 Notif
LDO,LONG,1.375,1.4247 | 1.476,1.32,"2% up lets wait for TP ❤️ @sn06 Notif | closing $LDO at breakeven @sn06 Notif | $ICP TP1 HIT @sn06 Notif | $JUP SL BREAKEVEN @sn06 Notif | $JUP 1R up can book TP1 here @sn06 Notif
@sn06 Notif | $AVAX LIMIT LONG TRADE @sn06 Notif

EP 22.475, 22.35
SL 21.185
TP 23.6, 26.225 | booked full TP on $JUP 13% up @sn06 Notif | $AVAX still at entry and am holding sl or tp as I am overall up

Am going to be offline next 8 hrs so obviously manage your trade if you can ❤️ 
@sn06 Notif"
RENDER,LONG,3.46,3.67 | 4.1,3.249,"$RENDER 3% up you can move sl be but I am holding full setup waiting for TP @sn06 Notif | if it hits tp I will look for more trades or plan trades | $ADA LIMIT SHORT TRADE @sn06 Notif

EP 0.646, 0.653
SL 30M CLOSE ABOVE 0.667
TP | RENDER 5% UP TP1 BOOKED @sn06 Notif | $RENDER 2R up booked some more profits and waiting for final TP ❤️
@sn06 Notif | $INJ LIMIT LONG TRADE @sn06 Notif

EP 12.71
SL 12.06
TP 13.4, 14.39, 17.59 | $ADA 1r down booking TP here @sn06 Notif | $INJ 3% UP @sn06 Notif
you can move sl be and book little bit 15% just to lockin some money
then wait for tp1 | $INJ tp1 hit for those that held @sn06 Notif | $API3 TP1 BOOKED @sn06 Notif
drop in #「💸arena-testimonials」 | closing $ondo at breakeven @sn06 Notif | $RENDER FULL TP HIT @sn06 Notif | $BRETT all spot sold breakeven @sn06 Notif | $INJ TP2 hit @sn06 Notif
taking a break see your tommorow"
JTO,LONG,2.622,2.72 | 2.98,2.5193,
INJ,LONG,13.24,14.39,12.51,
ICP,LONG,6.325,6.587,6.07,"$ADA 7% UP FROM ENTRY TP1 SMASHED @sn06 Notif | $ADA 3R UP BOOK TP2 HERE @sn06 Notif | cancel jup missed 0.2% and hit full tp 💔  @sn06 Notif
looking for new trade now | $ADA full tp booked 30% move @sn06 Notif"
AVAX,LONG,20.53,21.55 | 24.67,19.58,"$AVAX TP1 HERE @sn06 Notif
1R done | booked tp2 here $avax @sn06 Notif | $MKR LIMIT LONG TRADE @sn06 Notif

EP 1263, 1240
SL 1183.5
TP 1330, 1517"
RENDER,LONG,4.98,4.18 | 4.4,3.738,"personally I booked my tp1 | $AAVE LIMIT @sn06 Notif

EP 192.15, 190.8
SL 1H CLOSE BELOW 181
TP 200.65, 225"
LDO,LONG,1.056,1.116 | 1.206,0.992,
BRETT,LONG,0.03485,0.03743 | 0.04257,0.03295,"we got dca filled too now hold sl or tp | $LDO LONG TRADE @sn06 Notif

EP 1.0165
SL 2H CLOSE BELOW 0.977
TP 1.0562, 1.206 | $WIF SPOT BUY CMP @sn06 Notif

EP 0.441
TP 0.65 (50%) | $LDO tp1 booked
@sn06 Notif"
